39.000 -4.000 984.000 -138.182 -325.455 -141.837 0.735 11.480 -3.010 
50.000 -27.000 1047.000 -122.727 -335.455 -145.918 1.820 -11.532 -6.090 
-6.000 -1.000 999.000 -120.909 -364.545 -158.163 7.910 -6.912 -7.455 
-6.000 -94.000 933.000 -127.273 -380.000 -148.980 1.610 21.157 -8.540 
-1.000 -50.000 976.000 -118.182 -390.909 -129.592 2.415 -4.497 2.835 
-5.000 -32.000 986.000 -111.818 -397.273 -127.551 -1.785 -2.082 -0.280 
-2.000 -37.000 967.000 -117.273 -402.727 -137.755 3.132 -3.290 0.052 
-2.000 -50.000 954.000 -104.545 -413.636 -130.612 -0.455 -15.767 1.172 
7.000 -46.000 1039.000 -107.273 -410.909 -118.367 0.262 -3.255 -3.272 
-1.000 -16.000 981.000 -105.455 -412.727 -125.510 0.140 -7.175 -2.922 
-8.000 -19.000 982.000 -91.818 -423.636 -123.469 -1.190 -12.950 -0.507 
3.000 -12.000 945.000 -81.818 -438.182 -127.551 2.800 -9.397 -0.735 
-6.000 -28.000 1025.000 -87.273 -436.364 -113.265 3.062 17.657 -7.140 
-17.000 -101.000 954.000 -60.909 -457.273 -113.265 3.045 12.740 -4.200 
-11.000 -34.000 958.000 -51.818 -459.091 -112.245 -0.087 -0.787 1.172 
-27.000 -58.000 960.000 -47.273 -460.909 -114.286 -0.560 9.765 -4.147 
-19.000 -77.000 983.000 -42.727 -461.818 -115.306 1.067 2.695 -2.100 
-27.000 -68.000 975.000 -47.273 -458.182 -117.347 -0.105 -4.130 -2.572 
-17.000 -47.000 985.000 -55.455 -459.091 -126.531 3.727 -16.135 -2.135 
-20.000 -25.000 981.000 -45.455 -458.182 -156.122 5.075 -40.827 2.835 
-32.000 17.000 995.000 -47.273 -457.273 -182.653 4.900 -39.550 0.035 
-25.000 82.000 1009.000 -35.455 -462.727 -203.061 1.522 -34.160 0.700 
-30.000 128.000 987.000 -33.636 -454.545 -247.959 1.592 -14.542 -1.715 
-37.000 199.000 974.000 -31.818 -448.182 -275.510 -1.015 -20.580 -0.490 
-26.000 234.000 956.000 -22.727 -443.636 -306.122 0.262 -21.787 0.735 
-34.000 278.000 966.000 -21.818 -439.091 -335.714 1.995 -28.682 -1.137 
-38.000 379.000 910.000 -7.273 -430.000 -361.224 0.630 -30.012 -4.410 
-18.000 405.000 884.000 3.636 -423.636 -384.694 1.050 -17.920 -0.245 
-26.000 406.000 864.000 -2.727 -408.182 -413.265 3.255 -17.920 1.697 
-5.000 498.000 877.000 -6.364 -401.818 -434.694 -1.557 -20.825 4.462 
-9.000 543.000 845.000 7.273 -391.818 -453.061 3.185 -18.952 -4.532 
-16.000 528.000 852.000 6.364 -371.818 -480.612 2.572 -28.700 0.997 
-17.000 567.000 807.000 15.455 -367.273 -493.878 0.542 -18.760 -0.840 
-25.000 610.000 781.000 31.818 -356.364 -509.184 -0.227 -25.357 -2.065 
-12.000 654.000 713.000 34.545 -319.091 -555.102 0.315 -67.130 1.837 
-29.000 708.000 716.000 49.091 -307.273 -570.408 -0.700 -58.205 4.900 
-20.000 794.000 683.000 63.636 -287.273 -588.776 0.630 -23.135 0.070 
-13.000 892.000 617.000 57.273 -231.818 -633.673 1.242 -26.950 -1.277 
-13.000 877.000 372.000 80.909 -147.273 -680.612 0.857 -70.822 4.760 
-6.000 945.000 313.000 78.182 -142.727 -681.633 4.357 -4.112 -0.490 
-3.000 931.000 352.000 75.455 -121.818 -685.714 1.925 -46.795 2.905 
7.000 961.000 267.000 94.545 -70.909 -701.020 4.252 -82.862 2.047 
-6.000 979.000 152.000 93.636 -26.364 -706.122 2.537 -61.477 1.487 
-12.000 993.000 68.000 92.727 0.000 -703.061 1.417 -14.542 -2.292 
-10.000 1010.000 102.000 101.818 -2.727 -705.102 2.100 -4.882 -1.942 
-22.000 977.000 109.000 100.909 -11.818 -703.061 3.657 18.795 -3.517 
-17.000 998.000 155.000 95.455 -41.818 -697.959 7.262 33.652 -6.142 
-35.000 969.000 261.000 107.273 -98.182 -687.755 3.587 36.365 -8.015 
-32.000 954.000 334.000 107.273 -168.182 -663.265 0.210 107.117 -16.310 
-52.000 816.000 533.000 98.182 -226.364 -627.551 4.480 66.377 -6.667 
-60.000 794.000 652.000 102.727 -288.182 -573.469 5.197 67.620 -7.542 
-76.000 675.000 692.000 105.455 -337.273 -522.449 -0.402 75.810 -10.115 
-86.000 554.000 814.000 91.818 -380.909 -455.102 0.122 63.980 -11.462 
-97.000 458.000 882.000 85.455 -424.545 -376.531 -4.585 72.607 -11.287 
-95.000 246.000 963.000 58.182 -462.727 -281.633 -4.077 60.392 -4.375 
-82.000 160.000 1038.000 33.636 -475.455 -206.122 -9.852 66.657 -5.075 
-76.000 36.000 999.000 13.636 -479.091 -154.082 -9.870 50.452 -6.982 
-59.000 8.000 1046.000 -5.455 -478.182 -114.286 -0.105 6.562 -0.752 
-55.000 -22.000 1007.000 -5.455 -477.273 -102.041 -0.402 -9.660 -0.350 
-52.000 -31.000 1011.000 -6.364 -477.273 -106.122 2.257 -21.262 0.752 
-56.000 -41.000 991.000 -4.545 -477.273 -125.510 3.850 -29.750 1.172 
-56.000 -8.000 1005.000 -1.818 -478.182 -127.551 -0.280 -2.765 -2.187 
-68.000 -11.000 979.000 -4.545 -478.182 -130.612 0.157 2.397 -1.750 
-61.000 1.000 995.000 -8.182 -475.455 -130.612 0.927 -10.115 -1.960 
-59.000 -3.000 967.000 -4.545 -476.364 -118.367 2.747 8.557 -5.600 
-34.000 -89.000 976.000 -27.273 -475.455 -82.653 -19.215 33.180 -4.497 
-21.000 -163.000 938.000 -51.818 -462.727 -27.551 -5.635 65.240 -7.595 
-5.000 -263.000 894.000 -39.091 -442.727 96.939 -2.170 103.337 -7.122 
3.000 -507.000 892.000 -60.000 -363.636 236.735 -11.917 116.725 -10.220 
22.000 -646.000 725.000 -72.727 -301.818 310.204 -3.132 84.262 -9.502 
-1.000 -862.000 667.000 -78.182 -220.909 388.776 4.200 85.837 -4.567 
15.000 -921.000 501.000 -92.727 -148.182 461.224 -2.765 118.002 -25.182 
93.000 -1120.000 216.000 -27.273 -29.091 565.306 -11.970 126.630 -4.987 
91.000 -970.000 115.000 32.727 16.364 578.571 -9.887 63.437 -8.995 
59.000 -1003.000 -3.000 48.182 41.818 572.449 -8.015 34.352 -6.422 
73.000 -1007.000 -27.000 67.273 55.455 575.510 -2.747 10.377 -3.727 
82.000 -1002.000 -49.000 63.636 48.182 582.653 1.995 -1.435 -4.620 
107.000 -1029.000 -37.000 48.182 29.091 587.755 3.080 -37.572 -1.312 
109.000 -1036.000 22.000 54.545 -14.545 593.878 3.500 -79.625 10.675 
96.000 -1063.000 170.000 60.000 -84.545 580.612 0.052 -80.237 18.375 
45.000 -970.000 314.000 80.909 -179.091 530.612 9.712 -91.385 13.492 
8.000 -881.000 505.000 112.727 -275.455 461.224 1.557 -103.617 19.005 
34.000 -657.000 715.000 122.727 -354.545 373.469 -5.862 -83.702 12.705 
-61.000 -645.000 709.000 129.091 -403.636 289.796 3.972 -85.627 2.660 
-19.000 -520.000 831.000 135.455 -456.364 183.673 -0.175 -119.315 2.030 
-34.000 -406.000 876.000 131.818 -473.636 126.531 6.790 -46.200 -0.402 
-41.000 -322.000 962.000 138.182 -486.364 81.633 7.927 -20.790 4.270 
-46.000 -254.000 946.000 140.000 -487.273 68.367 4.795 -3.412 -0.980 
-57.000 -276.000 946.000 130.000 -491.818 73.469 -1.050 8.085 -2.695 
-62.000 -312.000 953.000 127.273 -495.455 81.633 -2.432 -9.345 -2.152 
-45.000 -257.000 952.000 121.818 -504.545 40.816 -8.015 -59.605 9.765 
-49.000 -172.000 938.000 110.000 -514.545 -44.898 -11.672 -53.462 9.327 
-17.000 -93.000 964.000 114.545 -516.364 -70.408 -1.067 -34.265 5.057 
-25.000 -47.000 965.000 111.818 -519.091 -83.673 0.105 -11.497 -2.537 
-22.000 -65.000 988.000 110.000 -519.091 -82.653 -0.140 2.835 -2.082 
10.000 161.000 1167.000 112.727 -520.000 -131.633 -5.407 -144.532 -5.775 
220.000 797.000 596.000 85.455 -111.818 -712.245 -154.665 -571.760 -6.090 
22.000 1096.000 313.000 111.818 70.000 -724.490 51.397 140.805 -42.682 
19.000 782.000 -27.000 131.818 4.545 -720.408 -15.802 245.017 -12.880 
56.000 1015.000 511.000 141.818 -292.727 -587.755 75.390 308.875 -10.552 
-3.000 590.000 902.000 131.818 -421.818 -431.633 26.267 165.217 -4.795 
-11.000 212.000 906.000 150.909 -485.455 -270.408 16.327 121.502 -13.072 
-20.000 88.000 1008.000 108.182 -513.636 -194.898 -5.932 22.487 1.207 
-14.000 34.000 993.000 106.364 -521.818 -173.469 -0.595 -14.472 1.890 
-7.000 42.000 1025.000 100.909 -526.364 -162.245 -0.192 8.452 0.122 
-4.000 27.000 980.000 91.818 -523.636 -171.429 -0.367 -12.110 -1.960 
-77.000 -203.000 660.000 83.636 -543.636 -75.510 -25.602 387.012 1.225 
197.000 -1157.000 309.000 -25.455 -123.636 728.571 64.942 566.755 -73.027 
45.000 -1083.000 19.000 -14.545 100.000 680.612 -37.625 37.782 -4.777 
35.000 -819.000 -98.000 55.455 -36.364 637.755 -19.687 -161.525 15.015 
70.000 -1070.000 298.000 30.909 -245.455 574.490 -24.867 -108.045 5.617 
51.000 -950.000 590.000 60.000 -358.182 432.653 1.715 -189.472 25.567 
76.000 -590.000 819.000 92.727 -441.818 286.735 -3.867 -152.477 7.927 
37.000 -429.000 800.000 105.455 -490.000 126.531 3.535 -104.300 -4.620 
37.000 -259.000 859.000 114.545 -503.636 37.755 8.155 -47.442 7.962 
57.000 -195.000 968.000 120.000 -505.455 -11.224 11.462 -19.022 1.102 
25.000 -145.000 941.000 126.364 -505.455 -42.857 10.430 -7.315 -2.747 
4.000 -116.000 971.000 126.364 -505.455 -61.224 0.227 -5.845 -2.677 
31.000 -68.000 992.000 127.273 -512.727 -88.776 2.607 -17.237 -1.032 
16.000 -61.000 1023.000 128.182 -511.818 -112.245 7.105 -21.087 -0.052 
12.000 -15.000 990.000 129.091 -510.909 -124.490 4.060 -11.287 -1.365 
19.000 14.000 996.000 124.545 -510.000 -141.837 3.517 -13.457 0.700 
22.000 22.000 992.000 125.455 -505.455 -164.286 6.527 -9.642 0.752 
11.000 83.000 963.000 136.364 -505.455 -178.571 2.817 -7.805 1.242 
9.000 96.000 991.000 132.727 -499.091 -192.857 1.785 -10.937 0.612 
10.000 135.000 976.000 132.727 -496.364 -216.327 2.362 -7.875 0.665 
13.000 174.000 985.000 135.455 -495.455 -232.653 0.472 -14.822 1.137 
10.000 188.000 981.000 129.091 -489.091 -254.082 -2.275 -15.067 0.822 
24.000 224.000 989.000 130.000 -481.818 -276.531 -1.522 -18.217 -3.167 
9.000 239.000 949.000 137.273 -479.091 -288.776 2.257 -27.387 -2.747 
22.000 285.000 940.000 129.091 -470.909 -314.286 -7.630 -31.972 0.140 
23.000 301.000 917.000 126.364 -459.091 -344.898 -4.287 -23.485 -2.887 
25.000 348.000 916.000 130.909 -453.636 -354.082 -2.537 -7.070 -0.525 
13.000 364.000 933.000 129.091 -448.182 -371.429 1.662 -26.162 3.062 
13.000 405.000 917.000 131.818 -434.545 -397.959 -0.210 -16.222 -2.275 
24.000 446.000 889.000 132.727 -422.727 -414.286 -1.032 -15.662 -2.625 
17.000 462.000 879.000 126.364 -418.182 -426.531 0.595 -13.877 -1.207 
22.000 499.000 869.000 133.636 -411.818 -438.776 0.892 -23.765 0.507 
7.000 509.000 829.000 130.000 -392.727 -469.388 -0.070 -24.377 -1.120 
16.000 535.000 823.000 128.182 -389.091 -476.531 2.415 -12.495 0.140 
19.000 551.000 808.000 134.545 -380.909 -487.755 0.157 -12.810 -1.487 
9.000 586.000 813.000 133.636 -373.636 -505.102 -0.752 -13.055 -1.837 
20.000 602.000 811.000 132.727 -365.455 -510.204 -0.367 -13.807 -0.455 
20.000 650.000 737.000 137.273 -348.182 -531.633 -5.652 -22.050 -2.730 
22.000 679.000 704.000 125.455 -326.364 -559.184 -2.222 -28.017 -0.980 
37.000 716.000 680.000 126.364 -309.091 -577.551 4.287 -19.110 -1.540 
23.000 747.000 620.000 129.091 -276.364 -609.184 -2.100 -26.565 1.137 
40.000 792.000 576.000 112.727 -241.818 -637.755 -1.155 -46.235 2.170 
44.000 849.000 497.000 119.091 -226.364 -648.980 2.555 -30.275 -0.175 
34.000 846.000 523.000 125.455 -217.273 -657.143 -0.035 -21.280 -2.870 
26.000 857.000 432.000 115.455 -169.091 -680.612 -9.940 -52.360 0.437 
53.000 910.000 372.000 124.545 -152.727 -689.796 4.550 -19.372 1.067 
51.000 931.000 377.000 112.727 -127.273 -698.980 -0.437 -21.105 -0.035 
44.000 944.000 311.000 106.364 -83.636 -718.367 -7.192 -27.597 1.697 
61.000 984.000 218.000 115.455 -59.091 -722.449 -4.252 -50.487 1.715 
65.000 996.000 204.000 111.818 -36.364 -725.510 8.417 -23.887 -0.910 
59.000 1005.000 174.000 103.636 -22.727 -723.469 4.812 -6.037 -2.415 
50.000 988.000 156.000 119.091 -19.091 -724.490 3.080 -2.852 -3.990 
46.000 1002.000 120.000 117.273 -6.364 -724.490 1.102 -13.247 -3.185 
54.000 991.000 90.000 106.364 14.545 -724.490 -1.505 -13.002 0.507 
48.000 1001.000 73.000 118.182 20.000 -722.449 -1.505 3.325 -0.507 
40.000 996.000 54.000 116.364 22.727 -725.510 1.732 -3.307 -2.240 
52.000 990.000 57.000 115.455 21.818 -726.531 -0.262 -0.577 -1.750 
49.000 989.000 48.000 117.273 20.909 -726.531 1.575 4.900 -1.225 
45.000 989.000 89.000 111.818 14.545 -725.510 0.017 3.972 0.192 
53.000 1000.000 96.000 116.364 5.455 -725.510 -0.070 2.537 -0.595 
44.000 993.000 152.000 107.273 -16.364 -725.510 -0.490 21.927 0.087 
50.000 1002.000 182.000 112.727 -40.000 -719.388 3.062 11.287 -2.397 
40.000 967.000 198.000 118.182 -57.273 -716.327 5.145 21.612 -2.467 
37.000 978.000 239.000 110.909 -67.273 -714.286 0.665 20.387 -3.587 
40.000 966.000 254.000 120.000 -81.818 -711.224 2.240 14.997 -3.132 
17.000 935.000 315.000 127.273 -102.727 -707.143 -1.697 11.217 -2.870 
43.000 953.000 320.000 113.636 -111.818 -705.102 1.907 15.487 -3.255 
28.000 932.000 348.000 123.636 -131.818 -694.898 2.415 22.680 -2.485 
22.000 909.000 400.000 130.909 -147.273 -684.694 3.937 18.130 -2.380 
27.000 906.000 440.000 120.909 -160.909 -681.633 1.680 16.992 -3.465 
10.000 885.000 468.000 128.182 -183.636 -669.388 0.910 21.752 -3.587 
11.000 859.000 485.000 139.091 -203.636 -657.143 1.330 16.537 -2.607 
19.000 854.000 533.000 127.273 -219.091 -647.959 2.660 20.300 -2.940 
6.000 819.000 580.000 130.909 -238.182 -636.735 0.612 19.337 -2.625 
10.000 792.000 564.000 139.091 -260.909 -619.388 -6.370 30.240 -3.937 
10.000 770.000 642.000 120.000 -276.364 -611.224 -9.467 7.875 2.467 
32.000 777.000 639.000 122.727 -291.818 -601.020 3.430 16.030 -4.830 
27.000 732.000 654.000 127.273 -329.091 -561.224 -11.515 28.665 -6.947 
32.000 670.000 778.000 113.636 -344.545 -547.959 -4.952 7.700 -0.577 
29.000 630.000 723.000 120.909 -359.091 -530.612 3.185 26.425 -0.087 
35.000 605.000 761.000 120.909 -374.545 -510.204 3.745 26.915 1.102 
34.000 545.000 790.000 113.636 -392.727 -484.694 4.672 23.537 -0.665 
6.000 502.000 818.000 120.000 -413.636 -459.184 6.527 28.070 -0.665 
12.000 483.000 891.000 114.545 -430.909 -440.816 -2.030 15.365 0.245 
21.000 463.000 892.000 110.909 -448.182 -413.265 -3.132 38.972 -2.520 
22.000 410.000 899.000 119.091 -470.000 -368.367 -0.472 32.917 -5.355 
17.000 344.000 916.000 120.000 -477.273 -338.776 -1.540 28.122 -7.630 
24.000 283.000 984.000 114.545 -486.364 -323.469 -2.922 39.165 0.245 
39.000 242.000 960.000 111.818 -500.000 -280.612 -3.377 46.987 0.770 
14.000 124.000 965.000 100.909 -520.909 -226.531 -0.122 57.750 2.975 
30.000 54.000 974.000 98.182 -532.727 -175.510 0.105 32.655 4.025 
44.000 3.000 1013.000 90.909 -549.091 -126.531 -1.592 28.367 0.997 
40.000 -45.000 1007.000 85.455 -550.909 -93.878 -4.060 33.477 -2.817 
44.000 -141.000 995.000 104.545 -555.455 -4.082 0.332 36.785 -7.280 
66.000 -205.000 1061.000 88.182 -556.364 28.571 -1.697 32.410 -9.467 
63.000 -287.000 950.000 96.364 -551.818 54.082 -0.140 36.767 -4.917 
75.000 -309.000 927.000 105.455 -543.636 106.122 -4.322 33.057 -0.962 
83.000 -342.000 942.000 90.000 -527.273 147.959 -0.700 30.012 -2.380 
79.000 -422.000 948.000 92.727 -514.545 188.776 0.385 14.962 -2.205 
66.000 -471.000 892.000 100.909 -496.364 230.612 -0.035 34.545 -1.505 
72.000 -520.000 843.000 90.909 -477.273 261.224 1.347 32.007 -3.150 
81.000 -567.000 812.000 95.455 -458.182 296.939 -0.157 24.885 -0.577 
77.000 -619.000 787.000 104.545 -439.091 331.633 -4.270 25.130 -0.490 
86.000 -662.000 738.000 92.727 -424.545 346.939 -0.822 26.250 -2.572 
98.000 -714.000 719.000 97.273 -402.727 382.653 0.437 39.217 -1.925 
97.000 -763.000 682.000 106.364 -376.364 407.143 2.345 31.045 0.892 
79.000 -773.000 614.000 101.818 -367.273 409.184 -4.795 13.720 3.097 
91.000 -779.000 625.000 102.727 -349.091 425.510 3.395 25.322 -2.782 
88.000 -837.000 536.000 108.182 -329.091 448.980 0.612 23.765 -0.490 
87.000 -870.000 504.000 101.818 -292.727 477.551 -1.015 32.130 1.295 
76.000 -871.000 459.000 107.273 -275.455 490.816 -1.155 2.852 0.612 
90.000 -896.000 476.000 106.364 -263.636 500.000 0.945 15.260 -0.262 
91.000 -934.000 461.000 103.636 -245.455 510.204 0.857 26.390 -0.052 
86.000 -945.000 370.000 110.909 -211.818 532.653 5.145 34.475 -1.592 
87.000 -941.000 337.000 105.455 -184.545 543.878 -0.542 43.872 -0.070 
83.000 -982.000 238.000 106.364 -149.091 560.204 4.007 29.977 -2.065 
79.000 -966.000 208.000 106.364 -122.727 571.429 4.252 29.785 -4.340 
76.000 -991.000 188.000 95.455 -106.364 578.571 2.712 18.077 -2.957 
80.000 -1013.000 180.000 100.909 -90.000 589.796 3.955 8.505 -3.010 
97.000 -1008.000 156.000 102.727 -85.455 588.776 5.477 -7.210 -1.767 
95.000 -998.000 154.000 97.273 -99.091 583.673 0.000 -31.657 -0.297 
66.000 -1036.000 110.000 103.636 -106.364 579.592 -3.937 -3.342 2.695 
86.000 -1023.000 176.000 108.182 -117.273 574.490 2.572 -24.500 3.535 
72.000 -984.000 200.000 103.636 -134.545 566.327 -0.665 -8.435 -0.175 
64.000 -988.000 237.000 107.273 -152.727 559.184 -1.277 -24.622 4.025 
72.000 -996.000 292.000 114.545 -180.000 543.878 -0.367 -17.937 0.000 
57.000 -914.000 333.000 119.091 -227.273 515.306 1.347 -49.087 5.355 
59.000 -918.000 440.000 130.000 -250.000 500.000 2.555 -32.025 3.535 
53.000 -893.000 497.000 122.727 -281.818 478.571 2.660 -32.567 -0.105 
57.000 -899.000 562.000 120.909 -317.273 445.918 0.542 -43.330 -0.840 
47.000 -823.000 586.000 129.091 -342.727 419.388 -0.455 -31.307 0.122 
63.000 -765.000 619.000 125.455 -360.909 387.755 1.400 -16.030 -0.437 
62.000 -734.000 657.000 121.818 -372.727 368.367 -0.612 -4.672 -0.280 
46.000 -741.000 658.000 129.091 -382.727 359.184 3.640 -21.105 1.750 
43.000 -698.000 680.000 126.364 -397.273 335.714 5.092 -26.425 1.400 
42.000 -670.000 749.000 131.818 -420.909 298.980 8.487 -32.200 1.680 
34.000 -602.000 793.000 140.909 -439.091 260.204 4.410 -46.130 2.485 
27.000 -521.000 841.000 133.636 -462.727 209.184 2.940 -34.545 2.642 
22.000 -455.000 863.000 142.727 -475.455 167.347 4.620 -29.662 5.372 
13.000 -406.000 905.000 143.636 -486.364 127.551 2.082 -47.775 2.362 
11.000 -398.000 918.000 139.091 -493.636 86.735 2.170 -17.797 3.465 
16.000 -276.000 922.000 140.000 -500.909 67.347 -2.712 -15.540 -2.520 
27.000 -315.000 929.000 132.727 -510.909 38.776 0.682 -30.975 0.542 
26.000 -253.000 948.000 130.909 -518.182 14.286 1.400 -21.105 2.292 
30.000 -222.000 982.000 133.636 -517.273 0.000 1.960 -5.950 -1.102 
23.000 -181.000 995.000 132.727 -519.091 -14.286 0.840 -10.640 2.100 
11.000 -149.000 952.000 133.636 -517.273 -27.551 -1.592 9.695 -3.360 
25.000 -118.000 944.000 139.091 -519.091 -17.347 0.560 13.860 -3.290 
47.000 -6.000 952.000 110.000 -520.000 -182.653 -35.717 -306.460 -18.672 
112.000 -88.000 1372.000 72.727 -553.636 -27.551 51.450 505.225 52.360 
-22.000 -363.000 891.000 126.364 -527.273 28.571 -21.140 -274.925 19.425 
13.000 -425.000 1115.000 27.273 -546.364 -251.020 -90.667 -4.497 2.117 
146.000 327.000 1059.000 119.091 -524.545 5.102 33.442 -23.870 -7.892 
-96.000 -698.000 727.000 53.636 -525.455 -305.102 -114.047 -117.425 -13.457 
309.000 362.000 1045.000 131.818 -516.364 54.082 101.902 23.117 8.575 
85.000 43.000 873.000 52.727 -500.909 -381.633 -127.295 -393.137 -13.020 
341.000 673.000 1404.000 144.545 -522.727 9.184 200.655 342.825 16.450 
-24.000 -213.000 1356.000 38.182 -522.727 -361.224 -39.112 209.632 9.257 
231.000 508.000 994.000 151.818 -526.364 -43.878 -5.460 30.240 -13.930 
-45.000 -283.000 768.000 77.273 -469.091 -427.551 -37.485 -87.797 0.927 
163.000 219.000 1091.000 162.727 -501.818 62.245 97.020 244.842 -14.612 
-41.000 -144.000 770.000 113.636 -500.909 -307.143 -82.057 -503.072 15.330 
230.000 246.000 1477.000 77.273 -551.818 -109.184 120.680 405.667 38.937 
37.000 -84.000 894.000 108.182 -507.273 -270.408 -60.567 -455.875 2.520 
191.000 263.000 1425.000 88.182 -543.636 -118.367 91.402 406.210 40.127 
29.000 -26.000 744.000 121.818 -490.909 -300.000 -61.740 -568.627 25.007 
327.000 369.000 1667.000 49.091 -552.727 -206.122 41.597 569.502 43.802 
88.000 219.000 933.000 120.909 -513.636 -232.653 -46.270 -385.577 13.107 
91.000 -291.000 1291.000 30.000 -548.182 -253.061 7.945 570.605 40.810 
40.000 53.000 864.000 125.455 -506.364 -259.184 -42.280 -420.927 11.287 
145.000 90.000 1404.000 54.545 -548.182 -220.408 52.255 570.937 33.880 
26.000 -22.000 845.000 138.182 -520.909 -140.816 -74.620 -421.925 23.555 
188.000 -20.000 1389.000 43.636 -575.455 -131.633 -2.362 573.160 25.550 
